Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode940,Flotation,Articulating 4-Wheel Drive,Other -- Fill in Comments-Replace Component-1hr,Active,Flotation-Articulating 4-Wheel Drive-Other - Fill in Comments-Replace Component-1hr
FaultCode941,Flotation,Articulating 4-Wheel Drive,Shipment Damage-Replace Component-0hr,Active,Flotation-Articulating 4-Wheel Drive-Shipment Damage-Replace Component-0hr
FaultCode942,Flotation,Articulating 4-Wheel Drive,Mis-manufactured-Replace Component-1hr,Active,Flotation-Articulating 4-Wheel Drive-Mis-manufactured-Replace Component-1hr
FaultCode943,Linears,Below Ground Guidance,Excessive Steering-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Excessive Steering-Replace Component-1.5hr
FaultCode944,Linears,Below Ground Guidance,Incorrect Resistance Reading-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Incorrect Resistance Reading-Replace Component-1.5hr
FaultCode945,Linears,Below Ground Guidance,Mis-manufactured-Replace Component-1hr,Active,Linears-Below Ground Guidance-Mis-manufactured-Replace Component-1hr
FaultCode946,Linears,Below Ground Guidance,Other -- Fill in Comments-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Other - Fill in Comments-Replace Component-1.5hr
FaultCode947,Linears,Below Ground Guidance,Shipment Damage-Replace Component-0hr,Active,Linears-Below Ground Guidance-Shipment Damage-Replace Component-0hr
FaultCode948,Linears,Below Ground Guidance,Signal Weak-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Signal Weak-Replace Component-1.5hr
FaultCode949,Linears,Below Ground Guidance,Won't Break Safety-Replace Component-1hr,Active,Linears-Below Ground Guidance-Won't Break Safety-Replace Component-1hr
FaultCode950,Linears,Below Ground Guidance,Won't Hold Safety-Replace Component-1hr,Active,Linears-Below Ground Guidance-Won't Hold Safety-Replace Component-1hr
FaultCode951,Linears,Below Ground Guidance,Won't Steer Forward-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Won't Steer Forward-Replace Component-1.5hr
FaultCode952,Linears,Below Ground Guidance,Won't Steer Reverse-Replace Component-1.5hr,Active,Linears-Below Ground Guidance-Won't Steer Reverse-Replace Component-1.5hr
FaultCode953,Linears,GPS Guidance,Cable End Failure-Replace Component-1hr,Active,Linears-GPS Guidance-Cable End Failure-Replace Component-1hr
FaultCode954,Linears,GPS Guidance,Mis-manufactured-Replace Component-1hr,Active,Linears-GPS Guidance-Mis-manufactured-Replace Component-1hr
FaultCode955,Linears,GPS Guidance,Other -- Fill in Comments-Replace Component-1hr,Active,Linears-GPS Guidance-Other - Fill in Comments-Replace Component-1hr
FaultCode956,Linears,GPS Guidance,Shipment Damage-Replace Component-0hr,Active,Linears-GPS Guidance-Shipment Damage-Replace Component-0hr
FaultCode957,Linears,GPS Guidance,Signal Weak-Replace Component-1hr,Active,Linears-GPS Guidance-Signal Weak-Replace Component-1hr
FaultCode958,Linears,Inlet Components,Dent in Pipe-Replace Component-1hr,Active,Linears-Inlet Components-Dent in Pipe-Replace Component-1hr
FaultCode959,Linears,Inlet Components,Finish Appearance Faulty-Replace Component-1hr,Active,Linears-Inlet Components-Finish Appearance Faulty-Replace Component-1hr
FaultCode960,Linears,Inlet Components,Flanges not Square-Replace Component-1hr,Active,Linears-Inlet Components-Flanges not Square-Replace Component-1hr
FaultCode961,Linears,Inlet Components,Flanges Out of Time-Replace Component-1hr,Active,Linears-Inlet Components-Flanges Out of Time-Replace Component-1hr
FaultCode962,Linears,Inlet Components,Galvanizing Bare Spots-Replace Component-1hr,Active,Linears-Inlet Components-Galvanizing Bare Spots-Replace Component-1hr
FaultCode963,Linears,Inlet Components,Galvanizing Excessive-Repair Component-1hr,Active,Linears-Inlet Components-Galvanizing Excessive-Repair Component-1hr
FaultCode964,Linears,Inlet Components,Galvanizing Quality-Replace Component-1hr,Active,Linears-Inlet Components-Galvanizing Quality-Replace Component-1hr
FaultCode965,Linears,Inlet Components,Hole in Pipe-Replace Component-1hr,Active,Linears-Inlet Components-Hole in Pipe-Replace Component-1hr
FaultCode966,Linears,Inlet Components,Hole in Pipe-Weld In Field-1hr,Active,Linears-Inlet Components-Hole in Pipe-Weld In Field-1hr
FaultCode967,Linears,Inlet Components,Mis-manufactured-Replace Component-1hr,Active,Linears-Inlet Components-Mis-manufactured-Replace Component-1hr
FaultCode968,Linears,Inlet Components,Other -- Fill in Comments-Replace Component-1hr,Active,Linears-Inlet Components-Other - Fill in Comments-Replace Component-1hr
FaultCode969,Linears,Inlet Components,Part Dimensions Incorrect-Replace Component-1hr,Active,Linears-Inlet Components-Part Dimensions Incorrect-Replace Component-1hr
FaultCode970,Linears,Inlet Components,Plug Removal-Remove Plugs-2hr,Active,Linears-Inlet Components-Plug Removal-Remove Plugs-2hr
FaultCode971,Linears,Inlet Components,Seam Split-Weld In Field-1hr,Active,Linears-Inlet Components-Seam Split-Weld In Field-1hr
FaultCode972,Linears,Inlet Components,Seam Split-Replace Component-1hr,Active,Linears-Inlet Components-Seam Split-Replace Component-1hr
FaultCode973,Linears,Inlet Components,Shipment Damage-Replace Component-0hr,Active,Linears-Inlet Components-Shipment Damage-Replace Component-0hr
FaultCode974,Linears,Inlet Components,Weld Failure-Weld In Field-1hr,Active,Linears-Inlet Components-Weld Failure-Weld In Field-1hr
FaultCode975,Linears,Inlet Components,Weld Failure-Replace Component-1hr,Active,Linears-Inlet Components-Weld Failure-Replace Component-1hr
FaultCode976,Linears,Inlet Components,Weld Missing-Weld In Field-1hr,Active,Linears-Inlet Components-Weld Missing-Weld In Field-1hr
FaultCode977,Linears,Inlet Components,Weld Missing-Replace Component-1hr,Active,Linears-Inlet Components-Weld Missing-Replace Component-1hr
FaultCode978,Linears,Linear Alignment,System out of Alignment-Re-align System-2hr,Active,Linears-Linear Alignment-System out of Alignment-Re-align System-2hr
FaultCode979,Linears,Linear Alignment,Other -- Fill in Comments-Replace Component-1hr,Active,Linears-Linear Alignment-Other - Fill in Comments-Replace Component-1hr
FaultCode980,Linears,Linear Alignment,Shipment Damage-Replace Component-0hr,Active,Linears-Linear Alignment-Shipment Damage-Replace Component-0hr
FaultCode981,Linears,Linear Alignment,Mis-manufactured-Replace Component-1hr,Active,Linears-Linear Alignment-Mis-manufactured-Replace Component-1hr
FaultCode982,Linears,Linear Carts,Finish Appearance Faulty-Replace Component-1hr,Active,Linears-Linear Carts-Finish Appearance Faulty-Replace Component-1hr
FaultCode983,Linears,Linear Carts,Galvanizing Bare Spots-Replace Component-1hr,Active,Linears-Linear Carts-Galvanizing Bare Spots-Replace Component-1hr
FaultCode984,Linears,Linear Carts,Galvanizing Excessive-Replace Component-1hr,Active,Linears-Linear Carts-Galvanizing Excessive-Replace Component-1hr
FaultCode985,Linears,Linear Carts,Galvanizing Quality-Replace Component-1hr,Active,Linears-Linear Carts-Galvanizing Quality-Replace Component-1hr
FaultCode986,Linears,Linear Carts,Hitch ball bolt failed-Replace Component-1hr,Active,Linears-Linear Carts-Hitch ball bolt failed-Replace Component-1hr
FaultCode987,Linears,Linear Carts,Mis-manufactured-Replace Component-1hr,Active,Linears-Linear Carts-Mis-manufactured-Replace Component-1hr
FaultCode988,Linears,Linear Carts,Other -- Fill in Comments-Replace Component-1hr,Active,Linears-Linear Carts-Other - Fill in Comments-Replace Component-1hr
FaultCode989,Linears,Linear Carts,Part Dimensions Incorrect-Replace Component-1hr,Active,Linears-Linear Carts-Part Dimensions Incorrect-Replace Component-1hr
FaultCode990,Linears,Linear Carts,Seam Split-Replace Component-1hr,Active,Linears-Linear Carts-Seam Split-Replace Component-1hr
FaultCode991,Linears,Linear Carts,Seam Split-Weld In Field-1hr,Active,Linears-Linear Carts-Seam Split-Weld In Field-1hr
FaultCode992,Linears,Linear Carts,Shipment Damage-Replace Component-0hr,Active,Linears-Linear Carts-Shipment Damage-Replace Component-0hr
FaultCode993,Linears,Linear Carts,System out of Alignment-Re-align System-2hr,Active,Linears-Linear Carts-System out of Alignment-Re-align System-2hr
FaultCode994,Linears,Linear Carts,Weld Failure-Weld In Field-1hr,Active,Linears-Linear Carts-Weld Failure-Weld In Field-1hr
FaultCode995,Linears,Linear Carts,Weld Failure-Replace Component-1hr,Active,Linears-Linear Carts-Weld Failure-Replace Component-1hr
FaultCode996,Linears,Linear Carts,Weld Missing-Weld In Field-1hr,Active,Linears-Linear Carts-Weld Missing-Weld In Field-1hr
FaultCode997,Linears,Linear Carts,Weld Missing-Replace Component-1hr,Active,Linears-Linear Carts-Weld Missing-Replace Component-1hr
FaultCode998,Linears,Linear Options,Mis-manufactured-Replace Component-1hr,Active,Linears-Linear Options-Mis-manufactured-Replace Component-1hr
FaultCode999,Linears,Linear Options,Other -- Fill in Comments-Replace Component-1hr,Active,Linears-Linear Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1000,Linears,Linear Options,Shipment Damage-Replace Component-0hr,Active,Linears-Linear Options-Shipment Damage-Replace Component-0hr
FaultCode1001,Linears,Linear Options,Signal Weak-Replace Component-1hr,Active,Linears-Linear Options-Signal Weak-Replace Component-1hr
FaultCode1002,Machine Options,Bender Options,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-Bender Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1003,Machine Options,Bender Options,Shipment Damage-Replace Component-0hr,Active,Machine Options-Bender Options-Shipment Damage-Replace Component-0hr
FaultCode1004,Machine Options,Bender Options,Mis-manufactured-Replace Component-1hr,Active,Machine Options-Bender Options-Mis-manufactured-Replace Component-1hr
FaultCode1005,Machine Options,Booster Pumps,120 Volt Input/Output Failure-Replace 2hp BP Motor-2hr,Active,Machine Options-Booster Pumps-120 Volt Input/Output Failure-Replace 2hp BP Motor-2hr
FaultCode1006,Machine Options,Booster Pumps,120 Volt Input/Output Failure-Replace 2hp BP Complete-2.5hr,Active,Machine Options-Booster Pumps-120 Volt Input/Output Failure-Replace 2hp BP Complete-2.5hr
FaultCode1007,Machine Options,Booster Pumps,120 Volt Input/Output Failure-Replace 5 or 7.5 hp BP Motor-2hr,Active,Machine Options-Booster Pumps-120 Volt Input/Output Failure-Replace 5 or 7.5 hp BP Motor-2hr
FaultCode1008,Machine Options,Booster Pumps,120 Volt Input/Output Failure-Replace 5 or 7.5 hp BP Complete-4hr,Active,Machine Options-Booster Pumps-120 Volt Input/Output Failure-Replace 5 or 7.5 hp BP Complete-4hr
FaultCode1009,Machine Options,Booster Pumps,Bearing Seized-Replace 2hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Bearing Seized-Replace 2hp BP Motor-2hr
FaultCode1010,Machine Options,Booster Pumps,Bearing Seized-Replace 2hp BP Complete-2.5hr,Active,Machine Options-Booster Pumps-Bearing Seized-Replace 2hp BP Complete-2.5hr
FaultCode1011,Machine Options,Booster Pumps,Bearing Seized-Replace 5 or 7.5 hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Bearing Seized-Replace 5 or 7.5 hp BP Motor-2hr
FaultCode1012,Machine Options,Booster Pumps,Bearing Seized-Replace 5 or 7.5 hp BP Complete-4hr,Active,Machine Options-Booster Pumps-Bearing Seized-Replace 5 or 7.5 hp BP Complete-4hr
FaultCode1013,Machine Options,Booster Pumps,Corrosion-Replace 2hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Corrosion-Replace 2hp BP Motor-2hr
FaultCode1014,Machine Options,Booster Pumps,Corrosion-Replace 2hp BP Complete-2.5hr,Active,Machine Options-Booster Pumps-Corrosion-Replace 2hp BP Complete-2.5hr
FaultCode1015,Machine Options,Booster Pumps,Corrosion-Replace 5 or 7.5 hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Corrosion-Replace 5 or 7.5 hp BP Motor-2hr
FaultCode1016,Machine Options,Booster Pumps,Corrosion-Replace 5 or 7.5 hp BP Complete-4hr,Active,Machine Options-Booster Pumps-Corrosion-Replace 5 or 7.5 hp BP Complete-4hr
FaultCode1017,Machine Options,Booster Pumps,Housing Damaged-Replace 2hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Housing Damaged-Replace 2hp BP Motor-2hr
FaultCode1018,Machine Options,Booster Pumps,Housing Damaged-Replace 2hp BP Complete-2.5hr,Active,Machine Options-Booster Pumps-Housing Damaged-Replace 2hp BP Complete-2.5hr
FaultCode1019,Machine Options,Booster Pumps,Housing Damaged-Replace 5 or 7.5 hp BP Motor-2hr,Active,Machine Options-Booster Pumps-Housing Damaged-Replace 5 or 7.5 hp BP Motor-2hr
FaultCode1020,Machine Options,Booster Pumps,Housing Damaged-Replace 5 or 7.5 hp BP Complete-4hr,Active,Machine Options-Booster Pumps-Housing Damaged-Replace 5 or 7.5 hp BP Complete-4hr
FaultCode1021,Machine Options,Booster Pumps,Impeller Seized-Repair Component-1.5hr,Active,Machine Options-Booster Pumps-Impeller Seized-Repair Component-1.5hr
FaultCode1022,Machine Options,Booster Pumps,Mis-manufactured-Replace Component-1hr,Active,Machine Options-Booster Pumps-Mis-manufactured-Replace Component-1hr
FaultCode1023,Machine Options,Booster Pumps,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-Booster Pumps-Other - Fill in Comments-Replace Component-1hr
FaultCode1024,Machine Options,Booster Pumps,Shipment Damage-Replace 2hp BP Motor-0hr,Active,Machine Options-Booster Pumps-Shipment Damage-Replace 2hp BP Motor-0hr
FaultCode1025,Machine Options,Booster Pumps,Shipment Damage-Replace 2hp BP Complete-0hr,Active,Machine Options-Booster Pumps-Shipment Damage-Replace 2hp BP Complete-0hr
FaultCode1026,Machine Options,Booster Pumps,Shipment Damage-Replace 5 or 7.5 hp BP Motor-0hr,Active,Machine Options-Booster Pumps-Shipment Damage-Replace 5 or 7.5 hp BP Motor-0hr
FaultCode1027,Machine Options,Booster Pumps,Shipment Damage-Replace 5 or 7.5 hp BP Complete-0hr,Active,Machine Options-Booster Pumps-Shipment Damage-Replace 5 or 7.5 hp BP Complete-0hr
FaultCode1028,Machine Options,Drop Span Options,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-Drop Span Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1029,Machine Options,Drop Span Options,Shipment Damage-Replace Component-0hr,Active,Machine Options-Drop Span Options-Shipment Damage-Replace Component-0hr
FaultCode1030,Machine Options,Drop Span Options,Mis-manufactured-Replace Component-1hr,Active,Machine Options-Drop Span Options-Mis-manufactured-Replace Component-1hr
FaultCode1031,Machine Options,End Gun Control Options,Won't close-Replace Component-1hr,Active,Machine Options-End Gun Control Options-Won't close-Replace Component-1hr
FaultCode1032,Machine Options,End Gun Control Options,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-End Gun Control Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1033,Machine Options,End Gun Control Options,Shipment Damage-Replace Component-0hr,Active,Machine Options-End Gun Control Options-Shipment Damage-Replace Component-0hr
FaultCode1034,Machine Options,End Gun Control Options,Mis-manufactured-Replace Component-1hr,Active,Machine Options-End Gun Control Options-Mis-manufactured-Replace Component-1hr
FaultCode1035,Machine Options,End of Field Stops Options,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-End of Field Stops Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1036,Machine Options,End of Field Stops Options,Shipment Damage-Replace Component-0hr,Active,Machine Options-End of Field Stops Options-Shipment Damage-Replace Component-0hr
FaultCode1037,Machine Options,End of Field Stops Options,Mis-manufactured-Replace Component-1hr,Active,Machine Options-End of Field Stops Options-Mis-manufactured-Replace Component-1hr
FaultCode1038,Machine Options,Pump Connect,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-Pump Connect-Other - Fill in Comments-Replace Component-1hr
FaultCode1039,Machine Options,Pump Connect,Shipment Damage-Replace Component-0hr,Active,Machine Options-Pump Connect-Shipment Damage-Replace Component-0hr
FaultCode1040,Machine Options,Pump Connect,Mis-manufactured-Replace Component-1hr,Active,Machine Options-Pump Connect-Mis-manufactured-Replace Component-1hr
FaultCode1041,Machine Options,Running Lights,Intermittent Operations-Replace Component-1hr,Active,Machine Options-Running Lights-Intermittent Operations-Replace Component-1hr
FaultCode1042,Machine Options,Running Lights,Light Burned Out-Replace Component-1hr,Active,Machine Options-Running Lights-Light Burned Out-Replace Component-1hr
FaultCode1043,Machine Options,Running Lights,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-Running Lights-Other - Fill in Comments-Replace Component-1hr
FaultCode1044,Machine Options,Running Lights,Shipment Damage-Replace Component-0hr,Active,Machine Options-Running Lights-Shipment Damage-Replace Component-0hr
FaultCode1045,Machine Options,Running Lights,Mis-manufactured-Replace Component-1hr,Active,Machine Options-Running Lights-Mis-manufactured-Replace Component-1hr
FaultCode1046,Machine Options,VRI,Coil Failure-Replace Component-1hr,Active,Machine Options-VRI-Coil Failure-Replace Component-1hr
FaultCode1047,Machine Options,VRI,Leaking-Replace Component-1hr,Active,Machine Options-VRI-Leaking-Replace Component-1hr
FaultCode1048,Machine Options,VRI,Won't close-Replace Component-1hr,Active,Machine Options-VRI-Won't close-Replace Component-1hr
FaultCode1049,Machine Options,VRI,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-VRI-Other - Fill in Comments-Replace Component-1hr
FaultCode1050,Machine Options,VRI,Shipment Damage-Replace Component-0hr,Active,Machine Options-VRI-Shipment Damage-Replace Component-0hr
FaultCode1051,Machine Options,VRI,Mis-manufactured-Replace Component-1hr,Active,Machine Options-VRI-Mis-manufactured-Replace Component-1hr
FaultCode1052,Machine Options,X-Tec Options,Other -- Fill in Comments-Replace Component-1hr,Active,Machine Options-X-Tec Options-Other - Fill in Comments-Replace Component-1hr
FaultCode1053,Machine Options,X-Tec Options,Shipment Damage-Replace Component-0hr,Active,Machine Options-X-Tec Options-Shipment Damage-Replace Component-0hr
FaultCode1054,Machine Options,X-Tec Options,Mis-manufactured-Replace Component-1hr,Active,Machine Options-X-Tec Options-Mis-manufactured-Replace Component-1hr
FaultCode1055,Service Tools,Electrical Tools,Contact Warranty Department - Not within-Contact Warranty Department-0hr,Active,Service Tools-Electrical Tools-Contact Warranty Department - Not within-Contact Warranty Department-0hr
FaultCode1056,Span Accessories,Bracket and Mounts,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Bracket and Mounts-Other - Fill in Comments-Replace Component-1hr
FaultCode1057,Span Accessories,Bracket and Mounts,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Bracket and Mounts-Shipment Damage-Replace Component-0hr
FaultCode1058,Span Accessories,Bracket and Mounts,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Bracket and Mounts-Mis-manufactured-Replace Component-1hr
FaultCode1059,Span Accessories,Bracket and Mounts,Weld Missing-Replace Component-1hr,Active,Span Accessories-Bracket and Mounts-Weld Missing-Replace Component-1hr
FaultCode1060,Span Accessories,Bracket and Mounts,Weld Missing-Weld In Field-1hr,Active,Span Accessories-Bracket and Mounts-Weld Missing-Weld In Field-1hr
FaultCode1061,Span Accessories,Bracket and Mounts,Weld Cracked-Replace Component-1hr,Active,Span Accessories-Bracket and Mounts-Weld Cracked-Replace Component-1hr
FaultCode1062,Span Accessories,Bracket and Mounts,Weld Cracked-Weld In Field-1hr,Active,Span Accessories-Bracket and Mounts-Weld Cracked-Weld In Field-1hr
FaultCode1063,Span Accessories,Bracket and Mounts,Weld Failure-Replace Component-1hr,Active,Span Accessories-Bracket and Mounts-Weld Failure-Replace Component-1hr
FaultCode1064,Span Accessories,Bracket and Mounts,Weld Failure-Weld In Field-1hr,Active,Span Accessories-Bracket and Mounts-Weld Failure-Weld In Field-1hr
FaultCode1065,Span Accessories,Drains and Couplers,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Drains and Couplers-Other - Fill in Comments-Replace Component-1hr
FaultCode1066,Span Accessories,Drains and Couplers,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Drains and Couplers-Shipment Damage-Replace Component-0hr
FaultCode1067,Span Accessories,Drains and Couplers,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Drains and Couplers-Mis-manufactured-Replace Component-1hr
FaultCode1068,Span Accessories,Drains and Couplers,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Drains and Couplers-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1069,Span Accessories,Fasteners,Hose Pulled off-Replace Component-2hr,Active,Span Accessories-Fasteners-Hose Pulled off-Replace Component-2hr
FaultCode1070,Span Accessories,Fasteners,Insufficient Clamping Force-Replace Component-2hr,Active,Span Accessories-Fasteners-Insufficient Clamping Force-Replace Component-2hr
FaultCode1071,Span Accessories,Fasteners,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Fasteners-Mis-manufactured-Replace Component-1hr
FaultCode1072,Span Accessories,Fasteners,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Fasteners-Other - Fill in Comments-Replace Component-1hr
FaultCode1073,Span Accessories,Fasteners,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Fasteners-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1074,Span Accessories,Fasteners,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Fasteners-Shipment Damage-Replace Component-0hr
FaultCode1075,Span Accessories,Flanges and End Plates,Flanges not Square-Replace Component-1hr,Active,Span Accessories-Flanges and End Plates-Flanges not Square-Replace Component-1hr
FaultCode1076,Span Accessories,Flanges and End Plates,Flanges Out of Time-Replace Component-1hr,Active,Span Accessories-Flanges and End Plates-Flanges Out of Time-Replace Component-1hr
FaultCode1077,Span Accessories,Flanges and End Plates,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Flanges and End Plates-Mis-manufactured-Replace Component-1hr
FaultCode1078,Span Accessories,Flanges and End Plates,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Flanges and End Plates-Other - Fill in Comments-Replace Component-1hr
FaultCode1079,Span Accessories,Flanges and End Plates,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Flanges and End Plates-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1080,Span Accessories,Flanges and End Plates,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Flanges and End Plates-Shipment Damage-Replace Component-0hr
FaultCode1081,Span Accessories,Flex Boots,Hose Pulled off-Replace Component-2hr,Active,Span Accessories-Flex Boots-Hose Pulled off-Replace Component-2hr
FaultCode1082,Span Accessories,Flex Boots,Hose Split-Replace Component-2hr,Active,Span Accessories-Flex Boots-Hose Split-Replace Component-2hr
FaultCode1083,Span Accessories,Flex Boots,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Flex Boots-Mis-manufactured-Replace Component-1hr
FaultCode1084,Span Accessories,Flex Boots,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Flex Boots-Other - Fill in Comments-Replace Component-1hr
FaultCode1085,Span Accessories,Flex Boots,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Flex Boots-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1086,Span Accessories,Flex Boots,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Flex Boots-Shipment Damage-Replace Component-0hr
FaultCode1087,Span Accessories,Flex Boots,Ultraviolet Degradation-Replace Component-2hr,Active,Span Accessories-Flex Boots-Ultraviolet Degradation-Replace Component-2hr
FaultCode1088,Span Accessories,Hardware,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Hardware-Other - Fill in Comments-Replace Component-1hr
FaultCode1089,Span Accessories,Hardware,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Hardware-Shipment Damage-Replace Component-0hr
FaultCode1090,Span Accessories,Hardware,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Hardware-Mis-manufactured-Replace Component-1hr
FaultCode1091,Span Accessories,Hardware,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Hardware-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1092,Span Accessories,Overhang Cable,Cable Broken-Replace Component-2hr,Active,Span Accessories-Overhang Cable-Cable Broken-Replace Component-2hr
FaultCode1093,Span Accessories,Overhang Cable,Cable End Failure-Replace Component-2hr,Active,Span Accessories-Overhang Cable-Cable End Failure-Replace Component-2hr
FaultCode1094,Span Accessories,Overhang Cable,Cable Pulled Out-Replace Component-2hr,Active,Span Accessories-Overhang Cable-Cable Pulled Out-Replace Component-2hr
FaultCode1095,Span Accessories,Overhang Cable,Mis-manufactured-Replace Component-2hr,Active,Span Accessories-Overhang Cable-Mis-manufactured-Replace Component-2hr
FaultCode1096,Span Accessories,Overhang Cable,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Overhang Cable-Other - Fill in Comments-Replace Component-1hr
FaultCode1097,Span Accessories,Overhang Cable,Part Dimensions Incorrect-Replace Component-2hr,Active,Span Accessories-Overhang Cable-Part Dimensions Incorrect-Replace Component-2hr
FaultCode1098,Span Accessories,Overhang Cable,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Overhang Cable-Shipment Damage-Replace Component-0hr
FaultCode1099,Span Accessories,Rubber Gaskets,Gasket Degrading-Replace Component-1hr,Active,Span Accessories-Rubber Gaskets-Gasket Degrading-Replace Component-1hr
FaultCode1100,Span Accessories,Rubber Gaskets,Gasket Pushing Out-Replace Component-1hr,Active,Span Accessories-Rubber Gaskets-Gasket Pushing Out-Replace Component-1hr
FaultCode1101,Span Accessories,Rubber Gaskets,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Rubber Gaskets-Mis-manufactured-Replace Component-1hr
FaultCode1102,Span Accessories,Rubber Gaskets,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Rubber Gaskets-Other - Fill in Comments-Replace Component-1hr
FaultCode1103,Span Accessories,Rubber Gaskets,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Rubber Gaskets-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1104,Span Accessories,Rubber Gaskets,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Rubber Gaskets-Shipment Damage-Replace Component-0hr
FaultCode1105,Span Accessories,Span Clamps,Hose Pulled off-Replace Component-2hr,Active,Span Accessories-Span Clamps-Hose Pulled off-Replace Component-2hr
FaultCode1106,Span Accessories,Span Clamps,Insufficient Clamping Force-Replace Component-2hr,Active,Span Accessories-Span Clamps-Insufficient Clamping Force-Replace Component-2hr
FaultCode1107,Span Accessories,Span Clamps,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Span Clamps-Mis-manufactured-Replace Component-1hr
FaultCode1108,Span Accessories,Span Clamps,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Span Clamps-Other - Fill in Comments-Replace Component-1hr
FaultCode1109,Span Accessories,Span Clamps,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Span Clamps-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1110,Span Accessories,Span Clamps,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Span Clamps-Shipment Damage-Replace Component-0hr
FaultCode1111,Span Accessories,Span Transitions,Other -- Fill in Comments-Replace Component-1hr,Active,Span Accessories-Span Transitions-Other - Fill in Comments-Replace Component-1hr
FaultCode1112,Span Accessories,Span Transitions,Shipment Damage-Replace Component-0hr,Active,Span Accessories-Span Transitions-Shipment Damage-Replace Component-0hr
FaultCode1113,Span Accessories,Span Transitions,Mis-manufactured-Replace Component-1hr,Active,Span Accessories-Span Transitions-Mis-manufactured-Replace Component-1hr
FaultCode1114,Span Accessories,Span Transitions,Part Dimensions Incorrect-Replace Component-1hr,Active,Span Accessories-Span Transitions-Part Dimensions Incorrect-Replace Component-1hr
FaultCode1115,Span Accessories,Truss Components,Galvanizing Excessive-Repair Component-1hr,Active,Span Accessories-Truss Components-Galvanizing Excessive-Repair Component-1hr
